Metabolite	Dilution	Concentration	ChromIntensities	OwnBorderIntensities
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_BP_RI:1572_IDENT:A+D	0.005	-99.0	-99.0	-99.0
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_BP_RI:1572_IDENT:A+D	0.01	-99.0	-99.0	-99.0
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_BP_RI:1572_IDENT:A+D	0.02	149.10907328	43196.0	NaN
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_BP_RI:1572_IDENT:A+D	0.05	372.7726832	91263.0	NaN
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_BP_RI:1572_IDENT:A+D	0.1	745.5453664	220302.0	NaN
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_BP_RI:1572_IDENT:A+D	0.2	1491.0907328	482665.0	NaN
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_BP_RI:1572_IDENT:A+D	0.5	3727.726832	1048397.0	NaN
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_BP_RI:1572_IDENT:A+D	1	7455.453664	2174090.0	NaN
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D	0.005	-99.0	-99.0	-99.0
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D	0.01	-99.0	-99.0	-99.0
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D	0.02	-99.0	-99.0	-99.0
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D	0.05	372.7726832	89198.0	NaN
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D	0.1	745.5453664	214126.0	NaN
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D	0.2	1491.0907328	468595.0	NaN
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D	0.5	3727.726832	1015213.0	NaN
Ribose_ 2-deoxy-_(1MEOX)(3TMS)_MP_RI:1574_IDENT:A+D	1	7455.453664	2111899.0	NaN
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	0.005	-99.0	-99.0	-99.0
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	0.01	-99.0	-99.0	-99.0
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	0.02	-99.0	-99.0	-99.0
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	0.05	-99.0	-99.0	-99.0
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	0.1	3422.3134840000002	51821.0	NaN
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	0.2	6844.6269680000005	76547.0	NaN
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	0.5	17111.56742	377781.0	NaN
Glutaric acid_ 2-oxo-_(1MEOX)(2TMS)_MP_RI:1579_IDENT:B+C	1	34223.13484	998289.0	NaN
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	0.005	91.61704075	44673.0	NaN
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	0.01	183.2340815	45748.0	NaN
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	0.02	366.468163	84483.0	NaN
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	0.05	916.1704075	242440.0	NaN
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	0.1	1832.340815	531760.0	NaN
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	0.2	3664.68163	1112907.0	NaN
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	0.5	9161.704075	2187201.0	NaN
Hypotaurine_(3TMS)_MP_RI:1597_IDENT:A+C	1	18323.40815	4692283.0	NaN
Cytosine_(3TMS)_BP_RI:1629_IDENT:A+B	0.005	45.004500449999995	29140.0	NaN
Cytosine_(3TMS)_BP_RI:1629_IDENT:A+B	0.01	90.00900089999999	21726.0	NaN
Cytosine_(3TMS)_BP_RI:1629_IDENT:A+B	0.02	180.01800179999998	23975.0	NaN
Cytosine_(3TMS)_BP_RI:1629_IDENT:A+B	0.05	450.0450045	21101.0	NaN
Cytosine_(3TMS)_BP_RI:1629_IDENT:A+B	0.1	900.090009	56413.0	NaN
Cytosine_(3TMS)_BP_RI:1629_IDENT:A+B	0.2	1800.180018	38220.0	NaN
Cytosine_(3TMS)_BP_RI:1629_IDENT:A+B	0.5	4500.450045	75339.0	NaN
Cytosine_(3TMS)_BP_RI:1629_IDENT:A+B	1	9000.90009	241307.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.005	31.042403925	38398.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.01	62.08480785	56862.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.02	124.1696157	106490.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.05	310.42403925	253861.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.1	620.8480785	586375.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.2	1241.696157	1322517.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	0.5	3104.2403925	3024158.0	NaN
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D	1	6208.480785	6645148.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	0.005	440.9171076	8946.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	0.01	881.8342152	9225.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	0.02	1763.6684304	14977.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	0.05	4409.1710760000005	10766.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	0.1	8818.342152000001	14661.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	0.2	17636.684304000002	9788.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	0.5	44091.71076	25426.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B	1	88183.42152	40299.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	0.005	440.9171076	30450.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	0.01	881.8342152	32060.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	0.02	1763.6684304	35402.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	0.05	4409.1710760000005	20143.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	0.1	8818.342152000001	27469.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	0.2	17636.684304000002	15973.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	0.5	44091.71076	11442.0	NaN
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_BP_RI:1751_IDENT:A+B	1	88183.42152	11907.0	NaN
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	0.005	134.9819124	39963.0	NaN
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	0.01	269.9638248	32255.0	NaN
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	0.02	539.9276496	51545.0	NaN
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	0.05	1349.819124	47834.0	NaN
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	0.1	2699.638248	54969.0	NaN
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	0.2	5399.276496	57752.0	NaN
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	0.5	13498.19124	87688.0	NaN
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C	1	26996.38248	92057.0	NaN
Glutamine_(3TMS)_MP_RI:1770_IDENT:C+D	0.005	684.2753525	10826.0	NaN
Glutamine_(3TMS)_MP_RI:1770_IDENT:C+D	0.01	1368.550705	11341.0	NaN
Glutamine_(3TMS)_MP_RI:1770_IDENT:C+D	0.02	2737.10141	6061.0	NaN
Glutamine_(3TMS)_MP_RI:1770_IDENT:C+D	0.05	-99.0	-99.0	-99.0
Glutamine_(3TMS)_MP_RI:1770_IDENT:C+D	0.1	-99.0	-99.0	-99.0
Glutamine_(3TMS)_MP_RI:1770_IDENT:C+D	0.2	-99.0	-99.0	-99.0
Glutamine_(3TMS)_MP_RI:1770_IDENT:C+D	0.5	-99.0	-99.0	-99.0
Glutamine_(3TMS)_MP_RI:1770_IDENT:C+D	1	-99.0	-99.0	-99.0
Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D	0.005	-99.0	-99.0	-99.0
Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D	0.01	-99.0	-99.0	-99.0
Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D	0.02	-99.0	-99.0	-99.0
Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D	0.05	-99.0	-99.0	-99.0
Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D	0.1	4347.826087	28490.0	NaN
Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D	0.2	8695.652174	52727.0	NaN
Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D	0.5	21739.130435	316127.0	NaN
Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D	1	43478.26087	752958.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.005	-99.0	-99.0	-99.0
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.01	-99.0	-99.0	-99.0
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.02	1041.0160316	17686.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.05	2602.5400790000003	27304.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.1	5205.080158000001	92250.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.2	10410.160316000001	201310.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	0.5	26025.40079	822433.0	NaN
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D	1	52050.80158	2118274.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.005	-99.0	-99.0	-99.0
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.01	205.31070350000002	51185.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.02	410.62140700000003	37657.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.05	1026.5535175000002	107799.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.1	2053.1070350000005	214496.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.2	4106.214070000001	483525.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	0.5	10265.535175	966930.0	NaN
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C	1	20531.07035	1951981.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.005	65.76783955	55711.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.01	131.5356791	63312.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.02	263.0713582	109736.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.05	657.6783955000001	207845.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.1	1315.3567910000002	453633.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.2	2630.7135820000003	1218092.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	0.5	6576.783955	2551125.0	NaN
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C	1	13153.56791	5733397.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.005	37.001406055000004	57933.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.01	74.00281211000001	46666.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.02	148.00562422000002	36773.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.05	370.01406055000007	53863.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.1	740.0281211000001	128090.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.2	1480.0562422000003	340669.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	0.5	3700.1406055	1004582.0	NaN
Adenine_(2TMS)_MP_RI:1866_IDENT:C+D	1	7400.281211	2607582.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.005	65.76783955	39857.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.01	131.5356791	50031.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.02	263.0713582	82773.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.05	657.6783955000001	152966.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.1	1315.3567910000002	359140.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.2	2630.7135820000003	878848.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	0.5	6576.783955	1934120.0	NaN
Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C	1	13153.56791	4357884.0	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.005	164.4195988	78124.0	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.01	328.8391976	81153.0	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.02	657.6783952	126968.0	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.05	1644.195988	237700.0	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.1	3288.391976	467877.0	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.2	6576.783952	1283555.0	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	0.5	16441.95988	2637132.0	NaN
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D	1	32883.91976	6.4472397E7	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.005	-99.0	-99.0	-99.0
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.01	-99.0	-99.0	-99.0
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.02	-99.0	-99.0	-99.0
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.05	1644.195988	110695.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.1	3288.391976	248890.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.2	6576.783952	583664.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	0.5	16441.95988	1154731.0	NaN
Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D	1	32883.91976	1.423883E7	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.005	23.187868105	7516.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.01	46.37573621	36939.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.02	92.75147242	38429.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.05	231.87868104999998	35503.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.1	463.75736209999997	84661.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.2	927.5147241999999	285253.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	0.5	2318.7868105	689745.0	NaN
Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B	1	4637.573621	2307704.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.005	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.01	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.02	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.05	-99.0	-99.0	-99.0
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.1	1103.813676	67296.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.2	2207.627352	178968.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	0.5	5519.06838	515173.0	NaN
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D	1	11038.13676	1121517.0	NaN
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	0.005	-99.0	-99.0	-99.0
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	0.01	-99.0	-99.0	-99.0
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	0.02	-99.0	-99.0	-99.0
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	0.05	-99.0	-99.0	-99.0
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	0.1	-99.0	-99.0	-99.0
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	0.2	11101.24334	32978.0	NaN
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	0.5	27753.10835	41263.0	NaN
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D	1	55506.2167	139109.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.005	456.03794235000004	17155.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.01	912.0758847000001	12412.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.02	1824.1517694000001	10976.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.05	4560.3794235000005	10954.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.1	9120.758847000001	19411.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.2	18241.517694000002	32632.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	0.5	45603.794235	25876.0	NaN
Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D	1	91207.58847	24904.0	NaN
Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C	0.005	-99.0	-99.0	-99.0
Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C	0.01	-99.0	-99.0	-99.0
Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C	0.02	-99.0	-99.0	-99.0
Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C	0.05	489.6440288	42214.0	NaN
Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C	0.1	979.2880576	109215.0	NaN
Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C	0.2	1958.5761152	253023.0	NaN
Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C	0.5	4896.440288	672556.0	NaN
Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C	1	9792.880576	1518396.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.005	65.76783955	11626.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.01	131.5356791	3820.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.02	263.0713582	12157.0	NaN
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.05	-99.0	-99.0	-99.0
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.1	-99.0	-99.0	-99.0
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.2	-99.0	-99.0	-99.0
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	0.5	-99.0	-99.0	-99.0
Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C	1	-99.0	-99.0	-99.0
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.005	-99.0	-99.0	-99.0
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.01	0.01	10827.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.02	0.02	36431.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.05	0.05	12750.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.1	0.1	38894.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.2	0.2	126908.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	0.5	0.5	287133.0	NaN
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B	1	1.0	651076.0	NaN
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	0.005	-99.0	-99.0	-99.0
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	0.01	-99.0	-99.0	-99.0
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	0.02	-99.0	-99.0	-99.0
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	0.05	-99.0	-99.0	-99.0
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	0.1	1461.6463990000002	62541.0	NaN
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	0.2	2923.2927980000004	123177.0	NaN
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	0.5	7308.231995	372600.0	NaN
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D	1	14616.46399	920003.0	NaN

