Metabolite	Dilution	Concentration	ChromIntensities	OwnBorderIntensities
Glycine_(2TMS)_BP_RI:1117_IDENT:A+C	0.005	-99.0	-99.0	-99.0
Glycine_(2TMS)_BP_RI:1117_IDENT:A+C	0.01	-99.0	-99.0	-99.0
Glycine_(2TMS)_BP_RI:1117_IDENT:A+C	0.02	-99.0	-99.0	-99.0
Glycine_(2TMS)_BP_RI:1117_IDENT:A+C	0.05	3330.225123	63306.0	NaN
Glycine_(2TMS)_BP_RI:1117_IDENT:A+C	0.1	6660.450246	55592.0	NaN
Glycine_(2TMS)_BP_RI:1117_IDENT:A+C	0.2	13320.900492	80917.0	NaN
Glycine_(2TMS)_BP_RI:1117_IDENT:A+C	0.5	33302.25123	164630.0	NaN
Glycine_(2TMS)_BP_RI:1117_IDENT:A+C	1	66604.50246	360995.0	NaN
Leucine_(1TMS)_BP_RI:1153_IDENT:B+C	0.005	-99.0	-99.0	-99.0
Leucine_(1TMS)_BP_RI:1153_IDENT:B+C	0.01	-99.0	-99.0	-99.0
Leucine_(1TMS)_BP_RI:1153_IDENT:B+C	0.02	1829.6866662	48188.0	NaN
Leucine_(1TMS)_BP_RI:1153_IDENT:B+C	0.05	4574.2166655	81940.0	NaN
Leucine_(1TMS)_BP_RI:1153_IDENT:B+C	0.1	9148.433331	188521.0	NaN
Leucine_(1TMS)_BP_RI:1153_IDENT:B+C	0.2	18296.866662	411785.0	NaN
Leucine_(1TMS)_BP_RI:1153_IDENT:B+C	0.5	45742.166655	732140.0	NaN
Leucine_(1TMS)_BP_RI:1153_IDENT:B+C	1	91484.33331	1507304.0	NaN
Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D	0.005	-99.0	-99.0	-99.0
Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D	0.01	-99.0	-99.0	-99.0
Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D	0.02	-99.0	-99.0	-99.0
Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D	0.05	1905.7783200000003	53262.0	NaN
Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D	0.1	3811.5566400000007	38539.0	NaN
Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D	0.2	7623.113280000001	67288.0	NaN
Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D	0.5	19057.7832	50760.0	NaN
Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D	1	38115.5664	58277.0	NaN
Alanine_ beta-_(2TMS)_BP_RI:1188_IDENT:A+D	0.005	-99.0	-99.0	-99.0
Alanine_ beta-_(2TMS)_BP_RI:1188_IDENT:A+D	0.01	-99.0	-99.0	-99.0
Alanine_ beta-_(2TMS)_BP_RI:1188_IDENT:A+D	0.02	-99.0	-99.0	-99.0
Alanine_ beta-_(2TMS)_BP_RI:1188_IDENT:A+D	0.05	-99.0	-99.0	-99.0
Alanine_ beta-_(2TMS)_BP_RI:1188_IDENT:A+D	0.1	-99.0	-99.0	-99.0
Alanine_ beta-_(2TMS)_BP_RI:1188_IDENT:A+D	0.2	2244.920866	15167.0	NaN
Alanine_ beta-_(2TMS)_BP_RI:1188_IDENT:A+D	0.5	5612.302165	53360.0	NaN
Alanine_ beta-_(2TMS)_BP_RI:1188_IDENT:A+D	1	11224.60433	119702.0	NaN
Valine_(2TMS)_MP_RI:1212_IDENT:B+D	0.005	-99.0	-99.0	-99.0
Valine_(2TMS)_MP_RI:1212_IDENT:B+D	0.01	426.80324370000005	19494.0	NaN
Valine_(2TMS)_MP_RI:1212_IDENT:B+D	0.02	853.6064874000001	41180.0	NaN
Valine_(2TMS)_MP_RI:1212_IDENT:B+D	0.05	2134.0162185000004	85687.0	NaN
Valine_(2TMS)_MP_RI:1212_IDENT:B+D	0.1	4268.032437000001	260245.0	NaN
Valine_(2TMS)_MP_RI:1212_IDENT:B+D	0.2	8536.064874000002	466757.0	NaN
Valine_(2TMS)_MP_RI:1212_IDENT:B+D	0.5	21340.162185	1301059.0	NaN
Valine_(2TMS)_MP_RI:1212_IDENT:B+D	1	42680.32437	2908783.0	NaN
Serine_(2TMS)_BP_RI:1260_IDENT:C+D	0.005	570.939195	260861.0	NaN
Serine_(2TMS)_BP_RI:1260_IDENT:C+D	0.01	1141.87839	247505.0	NaN
Serine_(2TMS)_BP_RI:1260_IDENT:C+D	0.02	2283.75678	272217.0	NaN
Serine_(2TMS)_BP_RI:1260_IDENT:C+D	0.05	5709.391950000001	384248.0	NaN
Serine_(2TMS)_BP_RI:1260_IDENT:C+D	0.1	11418.783900000002	306535.0	NaN
Serine_(2TMS)_BP_RI:1260_IDENT:C+D	0.2	22837.567800000004	355441.0	NaN
Serine_(2TMS)_BP_RI:1260_IDENT:C+D	0.5	57093.9195	363589.0	NaN
Serine_(2TMS)_BP_RI:1260_IDENT:C+D	1	114187.839	332679.0	NaN
Leucine_(2TMS)_MP_RI:1277_IDENT:B+C	0.005	-99.0	-99.0	-99.0
Leucine_(2TMS)_MP_RI:1277_IDENT:B+C	0.01	914.8433331	222849.0	NaN
Leucine_(2TMS)_MP_RI:1277_IDENT:B+C	0.02	1829.6866662	144910.0	NaN
Leucine_(2TMS)_MP_RI:1277_IDENT:B+C	0.05	4574.2166655	159888.0	NaN
Leucine_(2TMS)_MP_RI:1277_IDENT:B+C	0.1	9148.433331	245506.0	NaN
Leucine_(2TMS)_MP_RI:1277_IDENT:B+C	0.2	18296.866662	354594.0	NaN
Leucine_(2TMS)_MP_RI:1277_IDENT:B+C	0.5	45742.166655	881943.0	NaN
Leucine_(2TMS)_MP_RI:1277_IDENT:B+C	1	91484.33331	1891762.0	NaN
Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D	0.005	134.9819124	282707.0	NaN
Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D	0.01	269.9638248	297371.0	NaN
Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D	0.02	539.9276496	240930.0	NaN
Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D	0.05	1349.819124	230934.0	NaN
Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D	0.1	2699.638248	346476.0	NaN
Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D	0.2	5399.276496	335330.0	NaN
Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D	0.5	13498.19124	451868.0	NaN
Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D	1	26996.38248	696276.0	NaN
Threonine_(2TMS)_BP_RI:1303_IDENT:C+D	0.005	-99.0	-99.0	-99.0
Threonine_(2TMS)_BP_RI:1303_IDENT:C+D	0.01	-99.0	-99.0	-99.0
Threonine_(2TMS)_BP_RI:1303_IDENT:C+D	0.02	-99.0	-99.0	-99.0
Threonine_(2TMS)_BP_RI:1303_IDENT:C+D	0.05	8394.895905000001	66345.0	NaN
Threonine_(2TMS)_BP_RI:1303_IDENT:C+D	0.1	16789.791810000002	130729.0	NaN
Threonine_(2TMS)_BP_RI:1303_IDENT:C+D	0.2	33579.583620000005	353772.0	NaN
Threonine_(2TMS)_BP_RI:1303_IDENT:C+D	0.5	83948.95905	574744.0	NaN
Threonine_(2TMS)_BP_RI:1303_IDENT:C+D	1	167897.9181	1015189.0	NaN
Proline_(2TMS)_MP_RI:1305_IDENT:A+B	0.005	-99.0	-99.0	-99.0
Proline_(2TMS)_MP_RI:1305_IDENT:A+B	0.01	-99.0	-99.0	-99.0
Proline_(2TMS)_MP_RI:1305_IDENT:A+B	0.02	-99.0	-99.0	-99.0
Proline_(2TMS)_MP_RI:1305_IDENT:A+B	0.05	3040.0416920000002	36128.0	NaN
Proline_(2TMS)_MP_RI:1305_IDENT:A+B	0.1	6080.0833840000005	73028.0	NaN
Proline_(2TMS)_MP_RI:1305_IDENT:A+B	0.2	12160.166768000001	175257.0	NaN
Proline_(2TMS)_MP_RI:1305_IDENT:A+B	0.5	30400.41692	489192.0	NaN
Proline_(2TMS)_MP_RI:1305_IDENT:A+B	1	60800.83384	1196430.0	NaN
Glycine_(3TMS)_MP_RI:1314_IDENT:A+C	0.005	333.0225123	91630.0	NaN
Glycine_(3TMS)_MP_RI:1314_IDENT:A+C	0.01	666.0450246	86059.0	NaN
Glycine_(3TMS)_MP_RI:1314_IDENT:A+C	0.02	1332.0900492	190621.0	NaN
Glycine_(3TMS)_MP_RI:1314_IDENT:A+C	0.05	3330.225123	447557.0	NaN
Glycine_(3TMS)_MP_RI:1314_IDENT:A+C	0.1	6660.450246	1333353.0	NaN
Glycine_(3TMS)_MP_RI:1314_IDENT:A+C	0.2	13320.900492	2201535.0	NaN
Glycine_(3TMS)_MP_RI:1314_IDENT:A+C	0.5	33302.25123	4806430.0	NaN
Glycine_(3TMS)_MP_RI:1314_IDENT:A+C	1	66604.50246	1.0628509E7	NaN
Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D	0.005	-99.0	-99.0	-99.0
Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D	0.01	423.4058769	30623.0	NaN
Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D	0.02	846.8117538	21321.0	NaN
Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D	0.05	2117.0293845	28263.0	NaN
Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D	0.1	4234.058769	103801.0	NaN
Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D	0.2	8468.117538	159022.0	NaN
Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D	0.5	21170.293845	516749.0	NaN
Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D	1	42340.58769	1123892.0	NaN
Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B	0.005	-99.0	-99.0	-99.0
Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B	0.01	-99.0	-99.0	-99.0
Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B	0.02	-99.0	-99.0	-99.0
Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B	0.05	2173.9130435	49208.0	NaN
Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B	0.1	4347.826087	31190.0	NaN
Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B	0.2	8695.652174	87284.0	NaN
Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B	0.5	21739.130435	119592.0	NaN
Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B	1	43478.26087	150671.0	NaN
Uracil_(2TMS)_MP_RI:1350_IDENT:A+C	0.005	133.82103665	2235669.0	NaN
Uracil_(2TMS)_MP_RI:1350_IDENT:A+C	0.01	267.6420733	1471926.0	NaN
Uracil_(2TMS)_MP_RI:1350_IDENT:A+C	0.02	535.2841466	1124705.0	NaN
Uracil_(2TMS)_MP_RI:1350_IDENT:A+C	0.05	1338.2103665000002	1510295.0	NaN
Uracil_(2TMS)_MP_RI:1350_IDENT:A+C	0.1	2676.4207330000004	1092499.0	NaN
Uracil_(2TMS)_MP_RI:1350_IDENT:A+C	0.2	5352.841466000001	1030204.0	NaN
Uracil_(2TMS)_MP_RI:1350_IDENT:A+C	0.5	13382.103665	1154007.0	NaN
Uracil_(2TMS)_MP_RI:1350_IDENT:A+C	1	26764.20733	1353424.0	NaN
Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C	0.005	172.30981305	43397.0	NaN
Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C	0.01	344.6196261	24505.0	NaN
Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C	0.02	689.2392522	20665.0	NaN
Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C	0.05	1723.0981305000003	30367.0	NaN
Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C	0.1	3446.1962610000005	133244.0	NaN
Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C	0.2	6892.392522000001	292678.0	NaN
Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C	0.5	17230.981305	882146.0	NaN
Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C	1	34461.96261	2043613.0	NaN
Alanine_(3TMS)_MP_RI:1367_IDENT:B+C	0.005	-99.0	-99.0	-99.0
Alanine_(3TMS)_MP_RI:1367_IDENT:B+C	0.01	-99.0	-99.0	-99.0
Alanine_(3TMS)_MP_RI:1367_IDENT:B+C	0.02	-99.0	-99.0	-99.0
Alanine_(3TMS)_MP_RI:1367_IDENT:B+C	0.05	561.2302165	42506.0	NaN
Alanine_(3TMS)_MP_RI:1367_IDENT:B+C	0.1	1122.460433	60282.0	NaN
Alanine_(3TMS)_MP_RI:1367_IDENT:B+C	0.2	2244.920866	78784.0	NaN
Alanine_(3TMS)_MP_RI:1367_IDENT:B+C	0.5	5612.302165	351784.0	NaN
Alanine_(3TMS)_MP_RI:1367_IDENT:B+C	1	11224.60433	726181.0	NaN
Serine_(3TMS)_MP_RI:1373_IDENT:C+D	0.005	-99.0	-99.0	-99.0
Serine_(3TMS)_MP_RI:1373_IDENT:C+D	0.01	-99.0	-99.0	-99.0
Serine_(3TMS)_MP_RI:1373_IDENT:C+D	0.02	-99.0	-99.0	-99.0
Serine_(3TMS)_MP_RI:1373_IDENT:C+D	0.05	-99.0	-99.0	-99.0
Serine_(3TMS)_MP_RI:1373_IDENT:C+D	0.1	11418.783900000002	163151.0	NaN
Serine_(3TMS)_MP_RI:1373_IDENT:C+D	0.2	22837.567800000004	145474.0	NaN
Serine_(3TMS)_MP_RI:1373_IDENT:C+D	0.5	57093.9195	547744.0	NaN
Serine_(3TMS)_MP_RI:1373_IDENT:C+D	1	114187.839	1532857.0	NaN
Threonine_(3TMS)_MP_RI:1397_IDENT:C+D	0.005	-99.0	-99.0	-99.0
Threonine_(3TMS)_MP_RI:1397_IDENT:C+D	0.01	-99.0	-99.0	-99.0
Threonine_(3TMS)_MP_RI:1397_IDENT:C+D	0.02	-99.0	-99.0	-99.0
Threonine_(3TMS)_MP_RI:1397_IDENT:C+D	0.05	8394.895905000001	64447.0	NaN
Threonine_(3TMS)_MP_RI:1397_IDENT:C+D	0.1	16789.791810000002	235377.0	NaN
Threonine_(3TMS)_MP_RI:1397_IDENT:C+D	0.2	33579.583620000005	430022.0	NaN
Threonine_(3TMS)_MP_RI:1397_IDENT:C+D	0.5	83948.95905	1408428.0	NaN
Threonine_(3TMS)_MP_RI:1397_IDENT:C+D	1	167897.9181	3666006.0	NaN
Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B	0.005	-99.0	-99.0	-99.0
Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B	0.01	-99.0	-99.0	-99.0
Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B	0.02	-99.0	-99.0	-99.0
Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B	0.05	1711.1567420000001	18904.0	NaN
Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B	0.1	3422.3134840000002	65244.0	NaN
Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B	0.2	6844.6269680000005	171816.0	NaN
Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B	0.5	17111.56742	450242.0	NaN
Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B	1	34223.13484	1243124.0	NaN
Methionine_(1TMS)_BP_RI:1422_IDENT:C+D	0.005	-99.0	-99.0	-99.0
Methionine_(1TMS)_BP_RI:1422_IDENT:C+D	0.01	-99.0	-99.0	-99.0
Methionine_(1TMS)_BP_RI:1422_IDENT:C+D	0.02	134.0392735	39732.0	NaN
Methionine_(1TMS)_BP_RI:1422_IDENT:C+D	0.05	335.09818375000003	78914.0	NaN
Methionine_(1TMS)_BP_RI:1422_IDENT:C+D	0.1	670.1963675000001	202783.0	NaN
Methionine_(1TMS)_BP_RI:1422_IDENT:C+D	0.2	1340.3927350000001	402556.0	NaN
Methionine_(1TMS)_BP_RI:1422_IDENT:C+D	0.5	3350.9818375	619318.0	NaN
Methionine_(1TMS)_BP_RI:1422_IDENT:C+D	1	6701.963675	904642.0	NaN
Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D	0.005	-99.0	-99.0	-99.0
Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D	0.01	112.2460433	46326.0	NaN
Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D	0.02	224.4920866	87660.0	NaN
Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D	0.05	561.2302165	252619.0	NaN
Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D	0.1	1122.460433	636060.0	NaN
Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D	0.2	2244.920866	1300571.0	NaN
Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D	0.5	5612.302165	2904395.0	NaN
Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D	1	11224.60433	6423470.0	NaN
Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C	0.005	75.12583575	8188.0	NaN
Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C	0.01	150.2516715	22876.0	NaN
Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C	0.02	300.503343	28548.0	NaN
Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C	0.05	751.2583575	86180.0	NaN
Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C	0.1	1502.516715	123961.0	NaN
Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C	0.2	3005.03343	455094.0	NaN
Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C	0.5	7512.583575	833758.0	NaN
Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C	1	15025.16715	91883.0	NaN
Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D	0.005	223.73033039999999	9820.0	NaN
Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D	0.01	-99.0	-99.0	-99.0
Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D	0.02	-99.0	-99.0	-99.0
Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D	0.05	2237.303304	51033.0	NaN
Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D	0.1	4474.606608	87213.0	NaN
Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D	0.2	8949.213216	195145.0	NaN
Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D	0.5	22373.03304	642561.0	NaN
Malic acid_(3TMS)_MP_RI:1487_IDENT:B+D	1	44746.06608	1507825.0	NaN
Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B	0.005	409.43334425	72496.0	NaN
Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B	0.01	818.8666885	84605.0	NaN
Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B	0.02	1637.733377	46554.0	NaN
Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B	0.05	4094.3334425000003	48011.0	NaN
Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B	0.1	8188.666885000001	35552.0	NaN
Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B	0.2	16377.333770000001	49366.0	NaN
Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B	0.5	40943.334425	37429.0	NaN
Erythritol_(4TMS)_MP_RI:1503_IDENT:A+B	1	81886.66885	76644.0	NaN
Methionine_(2TMS)_MP_RI:1516_IDENT:C+D	0.005	-99.0	-99.0	-99.0
Methionine_(2TMS)_MP_RI:1516_IDENT:C+D	0.01	-99.0	-99.0	-99.0
Methionine_(2TMS)_MP_RI:1516_IDENT:C+D	0.02	-99.0	-99.0	-99.0
Methionine_(2TMS)_MP_RI:1516_IDENT:C+D	0.05	-99.0	-99.0	-99.0
Methionine_(2TMS)_MP_RI:1516_IDENT:C+D	0.1	670.1963675000001	38986.0	NaN
Methionine_(2TMS)_MP_RI:1516_IDENT:C+D	0.2	1340.3927350000001	115345.0	NaN
Methionine_(2TMS)_MP_RI:1516_IDENT:C+D	0.5	3350.9818375	414060.0	NaN
Methionine_(2TMS)_MP_RI:1516_IDENT:C+D	1	6701.963675	1420669.0	NaN
Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D	0.005	464.68401485000004	409641.0	NaN
Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D	0.01	929.3680297000001	233437.0	NaN
Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D	0.02	1858.7360594000002	217556.0	NaN
Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D	0.05	4646.8401485	267471.0	NaN
Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D	0.1	9293.680297	513435.0	NaN
Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D	0.2	18587.360594	848819.0	NaN
Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D	0.5	46468.401485	1768675.0	NaN
Pyroglutamic acid_(2TMS)_MP_RI:1518_IDENT:A+D	1	92936.80297	3766033.0	NaN
Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C	0.005	48.48719938	37579.0	NaN
Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C	0.01	96.97439876	44761.0	NaN
Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C	0.02	193.94879752	78131.0	NaN
Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C	0.05	484.87199380000004	164228.0	NaN
Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C	0.1	969.7439876000001	389823.0	NaN
Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C	0.2	1939.4879752000002	803534.0	NaN
Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C	0.5	4848.719938	1838478.0	NaN
Butanoic acid_ 4-amino-_(3TMS)_MP_RI:1527_IDENT:A+C	1	9697.439876	4145604.0	NaN
Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B	0.005	679.6710390000001	25253.0	NaN
Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B	0.01	-99.0	-99.0	-99.0
Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B	0.02	-99.0	-99.0	-99.0
Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B	0.05	-99.0	-99.0	-99.0
Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B	0.1	13593.42078	32392.0	NaN
Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B	0.2	27186.84156	33400.0	NaN
Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B	0.5	67967.1039	101334.0	NaN
Glutamic acid_(2TMS)_BP_RI:1533_IDENT:A+B	1	135934.2078	121682.0	NaN
Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C	0.005	-99.0	-99.0	-99.0
Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C	0.01	-99.0	-99.0	-99.0
Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C	0.02	-99.0	-99.0	-99.0
Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C	0.05	2210.042433	39803.0	NaN
Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C	0.1	4420.084866	74547.0	NaN
Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C	0.2	8840.169732	171060.0	NaN
Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C	0.5	22100.42433	411510.0	NaN
Creatinine_(3TMS)_MP_RI:1549_IDENT:B+C	1	44200.84866	1099059.0	NaN
Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C	0.005	242.1454083	49056.0	NaN
Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C	0.01	484.2908166	52449.0	NaN
Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C	0.02	968.5816332	59703.0	NaN
Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C	0.05	2421.454083	157892.0	NaN
Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C	0.1	4842.908166	307140.0	NaN
Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C	0.2	9685.816332	681684.0	NaN
Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C	0.5	24214.54083	1207929.0	NaN
Phenylalanine_(1TMS)_BP_RI:1547_IDENT:B+C	1	48429.08166	2049919.0	NaN
