File,Metabolite,Mass(m/z),SamplePeakArea,SampleMID,ReferencePeakArea,ReferenceMID,BackupPeakArea,BackupMID,UsedMID
e18057cz_26.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,38147,0.07305265375298027,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_26.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,18208,0.03486886831295422,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_26.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,124250,0.23794249164568113,47633,0.027326037670038366,696,0.002,quant
e18057cz_26.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,9772,0.018713674272527934,14014,0.00803953334679566,0,0.0,quant
e18057cz_27.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,497177,0.6376516608952161,1436175,0.8239030115837204,294838,0.8339,quant
e18057cz_27.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,58794,0.07540592535590612,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_27.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,28310,0.03630883673207644,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_27.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,181248,0.23245863793766833,47633,0.027326037670038366,696,0.002,quant
e18057cz_27.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,14171,0.018174939079133,14014,0.00803953334679566,0,0.0,quant
e18057cz_28.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,31339,0.8688142829419756,15896528,0.8547460191187687,294838,0.8339,quant
e18057cz_28.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,3786,0.1049596628870838,1914849,0.10296019105326365,45490,0.12869999999999998,quant
e18057cz_28.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,946,0.026226054170940646,683728,0.0367636119132453,12524,0.0354,quant
e18057cz_28.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,0,0.0,90153,0.004847468444783311,696,0.002,quant
e18057cz_28.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,0,0.0,12697,6.827094699390336E-4,0,0.0,quant
e18057cz_30.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,468278,0.8646308205608271,1436175,0.8239030115837204,294838,0.8339,quant
e18057cz_30.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,54336,0.1003262597559422,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_30.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,18831,0.034769651749561016,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_30.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,148,2.7326793366974834E-4,47633,0.027326037670038366,696,0.002,quant
e18057cz_30.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,0,0.0,14014,0.00803953334679566,0,0.0,quant
e18057cz_32.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,528154,0.5822612047087669,1436175,0.8239030115837204,294838,0.8339,quant
e18057cz_32.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,62517,0.06892160948279853,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_32.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,33375,0.036794131460057285,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_32.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,262128,0.28898193532170474,47633,0.027326037670038366,696,0.002,quant
e18057cz_32.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,20900,0.023041119026672576,14014,0.00803953334679566,0,0.0,quant
e18057cz_33.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,361444,0.6486686324162029,1436175,0.8239030115837204,294838,0.8339,quant
e18057cz_33.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,42055,0.07547437317056975,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_33.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,20983,0.03765732427150315,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_33.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,124503,0.22344039669136714,47633,0.027326037670038366,696,0.002,quant
e18057cz_33.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,8224,0.014759273450357047,14014,0.00803953334679566,0,0.0,quant
e18057cz_34.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,574356,0.6458881079561428,2963159,0.843625361610586,294838,0.8339,quant
e18057cz_34.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,69494,0.07814900196795052,337659,0.09613311198490154,45490,0.12869999999999998,quant
e18057cz_34.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,31680,0.035625527129603596,134779,0.03837221782986103,12524,0.0354,quant
e18057cz_34.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,198441,0.223155468091088,63011,0.017939529286293658,696,0.002,quant
e18057cz_34.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,15279,0.01718189485521507,13803,0.003929779288357769,0,0.0,quant
e18057cz_35.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,423971,0.6406728129122535,1436175,0.8239030115837204,294838,0.8339,quant
e18057cz_35.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,50132,0.07575567540449016,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_35.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,23760,0.03590430957493589,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_35.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,152032,0.2297392253070982,47633,0.027326037670038366,696,0.002,quant
e18057cz_35.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,11864,0.017927976801222198,14014,0.00803953334679566,0,0.0,quant
e18057cz_37.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,454989,0.5859824458597086,2963159,0.843625361610586,294838,0.8339,quant
e18057cz_37.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,54293,0.06992420681172766,337659,0.09613311198490154,45490,0.12869999999999998,quant
e18057cz_37.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,27649,0.035609275489242774,134779,0.03837221782986103,12524,0.0354,quant
e18057cz_37.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,223109,0.2873431171156088,63011,0.017939529286293658,696,0.002,quant
e18057cz_37.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,16415,0.021140954723712257,13803,0.003929779288357769,0,0.0,quant
e18057cz_38.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,373261,0.6035349207221833,1436175,0.8239030115837204,294838,0.8339,quant
e18057cz_38.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,43240,0.06991582290147431,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_38.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,21538,0.03482532362747349,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_38.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,168184,0.27194085936312573,47633,0.027326037670038366,696,0.002,quant
e18057cz_38.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,12235,0.01978307338574325,14014,0.00803953334679566,0,0.0,quant
e18057cz_39.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,265550,0.6292251443628014,1436175,0.8239030115837204,294838,0.8339,quant
e18057cz_39.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,30649,0.0726233155698569,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_39.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,14985,0.035507206884867554,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_39.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,102517,0.24291573761868315,47633,0.027326037670038366,696,0.002,quant
e18057cz_39.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,8326,0.019728595563790943,14014,0.00803953334679566,0,0.0,quant
e18057cz_40.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,495928,0.6287597941019855,1436175,0.8239030115837204,294838,0.8339,quant
e18057cz_40.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,59243,0.07511093643025585,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_40.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,28750,0.03645054136977965,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_40.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,190648,0.2417120977762,47633,0.027326037670038366,696,0.002,quant
e18057cz_40.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,14171,0.01796663032177904,14014,0.00803953334679566,0,0.0,quant
e18057cz_41.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,316519,0.6356518002024324,1436175,0.8239030115837204,294838,0.8339,quant
e18057cz_41.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,36816,0.07393602493453079,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_41.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,16985,0.034110261394855644,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_41.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,118127,0.23722948765323007,47633,0.027326037670038366,696,0.002,quant
e18057cz_41.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,9497,0.01907242581495108,14014,0.00803953334679566,0,0.0,quant
e18057cz_44.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,349971,0.6233231218608628,1436175,0.8239030115837204,294838,0.8339,quant
e18057cz_44.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,40873,0.07279770598083568,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_44.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,20195,0.03596872439710754,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_44.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,138680,0.24699889573611655,47633,0.027326037670038366,696,0.002,quant
e18057cz_44.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,11741,0.020911552025077478,14014,0.00803953334679566,0,0.0,quant
e18057cz_45.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,381777,0.6286205902935001,89057098,0.8486546941086665,294838,0.8339,quant
e18057cz_45.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,44108,0.07262668258346025,11312155,0.10779728575070818,45490,0.12869999999999998,quant
e18057cz_45.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,22043,0.03629522907833532,4219297,0.04020708382939465,12524,0.0354,quant
e18057cz_45.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,147998,0.24368830527312393,313669,0.0029890561810847613,696,0.002,quant
e18057cz_45.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,11399,0.01876919277158029,36926,3.5188013014590507E-4,0,0.0,quant
e18057cz_46.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,468707,0.6277096106303252,2963159,0.843625361610586,294838,0.8339,quant
e18057cz_46.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,55180,0.07389908048008957,337659,0.09613311198490154,45490,0.12869999999999998,quant
e18057cz_46.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,27561,0.03691070237607373,134779,0.03837221782986103,12524,0.0354,quant
e18057cz_46.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,181517,0.24309422601494052,63011,0.017939529286293658,696,0.002,quant
e18057cz_46.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,13729,0.018386380498571036,13803,0.003929779288357769,0,0.0,quant
e18057cz_49.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,296489,0.8903119059987928,1436175,0.8239030115837204,294838,0.8339,quant
e18057cz_49.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,27238,0.081791620247615,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_49.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,9290,0.02789647375359216,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_49.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,0,0.0,47633,0.027326037670038366,696,0.002,quant
e18057cz_49.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,0,0.0,14014,0.00803953334679566,0,0.0,quant
e18057cz_50.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,249472,0.5853415892576003,1436175,0.8239030115837204,294838,0.8339,quant
e18057cz_50.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,30007,0.07040607791196131,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_50.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,17374,0.040764994755970806,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_50.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,119976,0.2815023029148356,47633,0.027326037670038366,696,0.002,quant
e18057cz_50.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,9370,0.021985035159632002,14014,0.00803953334679566,0,0.0,quant
e18057cz_51.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,255156,0.876622908127682,1436175,0.8239030115837204,294838,0.8339,quant
e18057cz_51.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,26707,0.09175550646414743,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_51.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,9204,0.03162158540817063,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_51.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,0,0.0,47633,0.027326037670038366,696,0.002,quant
e18057cz_51.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,0,0.0,14014,0.00803953334679566,0,0.0,quant
e18057cz_52.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,588285,0.6176544700509213,2963159,0.843625361610586,294838,0.8339,quant
e18057cz_52.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,71600,0.07517454984513623,337659,0.09613311198490154,45490,0.12869999999999998,quant
e18057cz_52.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,34720,0.03645335713160796,134779,0.03837221782986103,12524,0.0354,quant
e18057cz_52.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,238838,0.2507617197753163,63011,0.017939529286293658,696,0.002,quant
e18057cz_52.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,19007,0.019955903197018215,13803,0.003929779288357769,0,0.0,quant
e18057cz_53.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,374667,0.6498712111356836,1436175,0.8239030115837204,294838,0.8339,quant
e18057cz_53.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,42813,0.07426043970339534,169435,0.09720125107851596,45490,0.12869999999999998,quant
e18057cz_53.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,21230,0.036824075278608905,75879,0.04353016632092963,12524,0.0354,quant
e18057cz_53.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,128657,0.22315944668487922,47633,0.027326037670038366,696,0.002,quant
e18057cz_53.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,9158,0.015884827197432897,14014,0.00803953334679566,0,0.0,quant
e18057cz_57.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,174.0,458567,0.5940964381446171,2963159,0.843625361610586,294838,0.8339,quant
e18057cz_57.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,175.0,55120,0.07141071134759215,337659,0.09613311198490154,45490,0.12869999999999998,quant
e18057cz_57.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,176.0,27051,0.03504592076675826,134779,0.03837221782986103,12524,0.0354,quant
e18057cz_57.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,177.0,214547,0.27795634774114397,63011,0.017939529286293658,696,0.002,quant
e18057cz_57.cdf,Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D,178.0,16588,0.021490581999888583,13803,0.003929779288357769,0,0.0,quant
