file,metabolite,quantMasses,intensity,rt,ri
e18057cz_17.cdf,c28,71;85;99,1.37495936E8,1933.4,2800.0
e18057cz_17.cdf,c32,71;85;99,1.10382611E8,2068.0,3200.0
e18057cz_17.cdf,c36,71;85;99,9.2063283E7,2251.8,3600.0
e18057cz_18.cdf,c10,71;85;99,1.63807361E8,409.6,1000.0
e18057cz_18.cdf,c12,71;85;99,1.20689655E8,710.6,1200.0
e18057cz_18.cdf,c15,71;85;99,1.6595383E8,1113.6,1500.0
e18057cz_18.cdf,c17,71;85;99,1.88743026E8,1321.2,1700.0
e18057cz_18.cdf,c19,71;85;99,2.15591687E8,1498.2,1900.0
e18057cz_18.cdf,c22,71;85;99,1.733992E8,1681.8,2200.0
e18057cz_18.cdf,c28,71;85;99,1.4985745E8,1932.8,2800.0
e18057cz_18.cdf,c32,71;85;99,1.20697375E8,2067.2,3200.0
e18057cz_18.cdf,c36,71;85;99,1.01462632E8,2250.2,3600.0
e18057cz_19.cdf,c10,71;85;99,1.6655254E8,409.6,1000.0
e18057cz_19.cdf,c12,71;85;99,1.24902122E8,710.6,1200.0
e18057cz_19.cdf,c15,71;85;99,1.72424535E8,1113.8,1500.0
e18057cz_19.cdf,c17,71;85;99,1.93310182E8,1321.4,1700.0
e18057cz_19.cdf,c19,71;85;99,2.16313028E8,1498.6,1900.0
e18057cz_19.cdf,c22,71;85;99,1.86192024E8,1682.0,2200.0
e18057cz_19.cdf,c28,71;85;99,1.51516918E8,1933.0,2800.0
e18057cz_19.cdf,c32,71;85;99,1.23647599E8,2067.4,3200.0
e18057cz_19.cdf,c36,71;85;99,1.02971829E8,2250.6,3600.0
e18057cz_20.cdf,c10,71;85;99,1.68407426E8,409.8,1000.0
e18057cz_20.cdf,c12,71;85;99,1.2551196E8,711.0,1200.0
e18057cz_20.cdf,c15,71;85;99,1.74975843E8,1114.2,1500.0
e18057cz_20.cdf,c17,71;85;99,1.89088636E8,1322.0,1700.0
e18057cz_20.cdf,c19,71;85;99,2.25418505E8,1499.2,1900.0
e18057cz_20.cdf,c22,71;85;99,1.86982666E8,1682.4,2200.0
e18057cz_20.cdf,c28,71;85;99,1.59527092E8,1933.4,2800.0
e18057cz_20.cdf,c32,71;85;99,1.27869139E8,2067.8,3200.0
e18057cz_20.cdf,c36,71;85;99,1.05375376E8,2251.4,3600.0
e18057cz_21.cdf,c10,71;85;99,1.70910071E8,409.6,1000.0
e18057cz_21.cdf,c12,71;85;99,1.23715802E8,710.6,1200.0
