file,metabolite,start,end,Area
e18057cz_10_Quant1_50.cdf,Unknown 3,375.0,381.4,1.5145948E7
e18057cz_10_Quant1_50.cdf,Unknown 4,379.4,382.8,124011.0
e18057cz_10_Quant1_50.cdf,Unknown 5,381.2,386.0,5860289.0
e18057cz_10_Quant1_50.cdf,Unknown 6,386.4,396.6,174635.0
e18057cz_10_Quant1_50.cdf,Unknown 7,390.0,398.8,4146930.0
e18057cz_10_Quant1_50.cdf,Unknown 8,394.2,399.2,526196.0
e18057cz_10_Quant1_50.cdf,Unknown 9,398.2,403.4,1364525.0
e18057cz_10_Quant1_50.cdf,Unknown 10,404.4,414.4,9.316718E7
e18057cz_10_Quant1_50.cdf,Unknown 11,407.0,418.8,3265812.0
e18057cz_10_Quant1_50.cdf,Unknown 12,414.8,421.8,307886.0
e18057cz_10_Quant1_50.cdf,Unknown 13,414.4,421.6,1399281.0
e18057cz_10_Quant1_50.cdf,Unknown 14,417.4,423.6,192481.0
e18057cz_10_Quant1_50.cdf,Unknown 15,421.6,428.6,1520893.0
e18057cz_10_Quant1_50.cdf,Unknown 16,434.8,440.8,372308.0
e18057cz_10_Quant1_50.cdf,Unknown 17,436.0,442.0,719430.0
e18057cz_10_Quant1_50.cdf,Unknown 18,440.2,445.6,1209224.0
e18057cz_10_Quant1_50.cdf,Unknown 19,446.4,452.8,311614.0
e18057cz_10_Quant1_50.cdf,Unknown 20,450.0,456.2,354247.0
e18057cz_10_Quant1_50.cdf,Unknown 21,452.6,462.0,613444.0
e18057cz_10_Quant1_50.cdf,Unknown 22,454.8,461.8,598655.0
e18057cz_10_Quant1_50.cdf,Unknown 23,468.8,481.8,1310699.0
e18057cz_10_Quant1_50.cdf,Unknown 24,470.4,481.6,7702784.0
e18057cz_10_Quant1_50.cdf,Unknown 25,469.8,480.2,682364.0
e18057cz_10_Quant1_50.cdf,Unknown 26,460.0,481.2,1.4672002E7
e18057cz_10_Quant1_50.cdf,Unknown 27,477.6,483.0,105778.0
e18057cz_10_Quant1_50.cdf,Unknown 28,480.2,489.8,3167765.0
e18057cz_10_Quant1_50.cdf,Unknown 29,481.2,494.4,5.515609E7
e18057cz_10_Quant1_50.cdf,Unknown 30,484.2,490.6,419381.0
e18057cz_10_Quant1_50.cdf,Unknown 31,491.0,499.6,669331.0
e18057cz_10_Quant1_50.cdf,Unknown 32,490.8,497.6,1180242.0
