Metabolite,e18057cz_17.cdf,e18057cz_18.cdf,e18057cz_19.cdf,e18057cz_20.cdf,e18057cz_21.cdf,e18057cz_22.cdf,e18057cz_24.cdf,e18057cz_25.cdf,e18057cz_26.cdf,e18057cz_27.cdf,e18057cz_28.cdf,e18057cz_30.cdf,e18057cz_32.cdf,e18057cz_33.cdf,e18057cz_34.cdf,e18057cz_35.cdf,e18057cz_37.cdf,e18057cz_38.cdf,e18057cz_39.cdf,e18057cz_40.cdf,e18057cz_41.cdf,e18057cz_44.cdf,e18057cz_45.cdf,e18057cz_46.cdf,e18057cz_49.cdf,e18057cz_50.cdf,e18057cz_51.cdf,e18057cz_52.cdf,e18057cz_53.cdf,e18057cz_57.cdf,e18057cz_58.cdf,e18057cz_59.cdf,QuantMasses
Ribitol_(5TMS)_MP_RI:1716_IDENT:A+B,4901297.0,5513255.0,7155949.0,5700578.0,1.2003529E7,NA,5788048.0,5207788.0,6344702.0,1.0489178E7,NA,6672353.0,1.1187441E7,5448548.0,9420880.0,1.2982635E7,8891584.0,9313310.0,4328468.0,1.0516049E7,1.0778294E7,7322635.0,7063282.0,1.1444173E7,6823371.0,6994997.0,5888404.0,7.2758179E7,1.2945664E7,7582176.0,6785095.0,1.1127002E7,103.0 117.0 129.0 217.0 205.0 
Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D,4924527.0,7274261.0,1.0898521E7,8864238.0,1.2052827E7,NA,8042827.0,6627860.0,1.1386933E7,8178014.0,NA,8928162.0,1.7602748E7,1.2003019E7,1.2428545E7,1.1092127E7,9282224.0,1.0574211E7,9048740.0,6979358.0,4324519.0,1.6383337E7,1.4527017E7,1.1589691E7,1.1005506E7,6240443.0,9484464.0,1.0575786E7,1.2638424E7,9389722.0,1.1247072E7,9644223.0,86.0 130.0 175.0 100.0 174.0 
Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B,1156878.0,1689848.0,2976938.0,1723329.0,4265565.0,NA,2831377.0,2642896.0,2827570.0,2613894.0,NA,2310027.0,4923217.0,3531397.0,4072550.0,5415362.0,3591747.0,3921833.0,2011360.0,3478169.0,3977637.0,2861120.0,1754025.0,2795920.0,3511211.0,2073052.0,1376861.0,1660941.0,5763354.0,1630643.0,2154187.0,3191548.0,103.0 299.0 142.0 89.0 133.0 400.0 403.0 
Aconitic acid_ cis-_(3TMS)_MP_RI:1747_IDENT:A+D,1299128.0,2144498.0,1967096.0,2576562.0,3691021.0,NA,1970599.0,1585319.0,1808392.0,3478789.0,NA,1648830.0,4008801.0,2149117.0,2744862.0,3674233.0,3913746.0,2992314.0,2058175.0,2635885.0,3100386.0,3252256.0,2684911.0,3267796.0,2818118.0,2885462.0,3060339.0,3420802.0,3505360.0,2303979.0,2237638.0,2716814.0,97.0 133.0 211.0 229.0 149.0 
Ornithine_(3TMS)_MP_RI:1748_IDENT:B+D,3458688.0,4404271.0,8708389.0,7356640.0,8825131.0,NA,7197585.0,5269790.0,6649716.0,1.0355863E7,NA,9386493.0,1.2793601E7,4510310.0,1.5126666E7,1.0938551E7,1.3111254E7,1.2411623E7,5067582.0,1.5934265E7,1.1395194E7,7462162.0,6231980.0,9041679.0,8486774.0,5777701.0,5949855.0,1.0323805E7,1.6297485E7,4294638.0,6568283.0,8362060.0,86.0 142.0 186.0 100.0 174.0 
Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C,3.136024E7,2.8729185E7,3.6791832E7,2.8282858E7,4.3067461E7,NA,4.7019494E7,4.8313233E7,7.0743E7,3.8995677E7,NA,4.150063E7,5.3672867E7,4.5431479E7,3.4334807E7,3.7598579E7,5.2848386E7,6.1293592E7,6.1558496E7,4.3902651E7,4.8367335E7,4.5735553E7,4.2025934E7,3.6095232E7,4.0338121E7,4.3832772E7,6.7872429E7,5.8368292E7,6.4553254E7,3.8678304E7,4.3870538E7,3.5590087E7,101.0 299.0 133.0 357.0 103.0 359.0 
Glucose_ 2-deoxy-_(1MEOX)(4TMS)_MP_RI:1785_IDENT:C+D,NA,2056148.0,2157590.0,3205407.0,NA,NA,2100956.0,2070956.0,3353141.0,1401439.0,NA,942150.0,2242236.0,2051056.0,2263246.0,NA,1605507.0,2998700.0,2557183.0,NA,NA,2196012.0,1548140.0,NA,1841299.0,1128405.0,2579135.0,1581840.0,NA,5615481.0,1663544.0,NA,117.0 103.0 105.0 217.0 133.0 
Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D,1.309175E7,9845589.0,1.8159067E7,8071585.0,2.6029955E7,147574.0,1.5191332E7,8511772.0,1.2457769E7,2.2882767E7,73423.0,1.7493146E7,2.2533076E7,9224993.0,1.5053093E7,3.2907267E7,2.169202E7,2.4421259E7,9041628.0,2.4919E7,NA,1.6384934E7,1.6098355E7,2.8081062E7,1.9087242E7,1.6895002E7,1.4761797E7,2.6446372E7,3.7902423E7,1.250211E7,1.1940087E7,3.2175755E7,211.0 227.0 299.0 101.0 133.0 357.0 359.0 
Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D,2.4886575E7,3.1731143E7,3.976992E7,3.0605716E7,5.8735718E7,NA,4.3177687E7,4.0203102E7,5.738619E7,4.5519713E7,NA,3.1949885E7,8.8246365E7,5.7764279E7,5.5269797E7,7.3405896E7,7.1337227E7,6.9937806E7,6.5756428E7,6.1091213E7,6.7174947E7,7.2088257E7,6.0017746E7,6.0749702E7,6.3092584E7,5.3227547E7,6.4157323E7,7.4113111E7,7.0418917E7,6.4218024E7,6.7512144E7,6.0576527E7,149.0 273.0 183.0 133.0 211.0 275.0 277.0 278.0 
Lysine_(3TMS)_BP_RI:1849_IDENT:A+C,7.5216894E7,1.08626974E8,2.1301769E8,1.7204464E8,1.7324555E8,NA,1.16112005E8,7.929852E7,9.026316E7,2.18517762E8,NA,1.12885754E8,2.39653577E8,6.443735E7,3.43474453E8,2.26737757E8,2.38227895E8,2.30608619E8,9.3137274E7,2.96062403E8,1.82965445E8,1.11368004E8,1.00330514E8,1.6738288E8,1.79526644E8,8.6763338E7,8.8895854E7,2.18148917E8,2.63629815E8,6.8540709E7,1.24940727E8,1.77379139E8,86.0 200.0 156.0 100.0 174.0 
Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C,3.17531548E8,4.54941897E8,3.8955862E8,5.388566E8,7.39847161E8,4.6279451E7,3.13954455E8,4.1723516E8,3.77936523E8,8.23881013E8,2.7840967E7,3.74830013E8,8.55780879E8,3.80890625E8,8.50020196E8,6.60591552E8,5.99118985E8,5.36973533E8,2.47044663E8,7.67972361E8,6.17533143E8,4.30879981E8,4.36191125E8,7.29399756E8,3.74426236E8,4.68152164E8,2.90905992E8,1.074741203E9,6.39814449E8,6.20577662E8,6.01233004E8,5.15326497E8,133.0 103.0 217.0 89.0 117.0 220.0 
Mannose_(1MEOX)(5TMS)_MP_RI:1876_IDENT:A+D,1.44584781E8,2.05523452E8,1.70271497E8,2.43467816E8,3.2367065E8,NA,1.383943E8,1.90920256E8,1.69630004E8,3.6628834E8,NA,1.70481456E8,3.86862208E8,1.71909217E8,3.72806591E8,2.90298575E8,2.62974668E8,2.40681154E8,1.12341786E8,3.43041603E8,2.65331104E8,2.00977518E8,2.02818008E8,3.14494438E8,1.63769092E8,2.15388382E8,1.2849323E8,4.77441412E8,2.69309065E8,2.83681129E8,2.65823916E8,2.31064192E8,103.0 129.0 117.0 205.0 160.0 
Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D,6.491502065E9,6.14199109E9,6.214829248E9,6.18163571E9,8.76931995E9,3.575172E8,5.352740841E9,5.687638999E9,5.633907676E9,3.498511296E9,3.77966103E8,7.614512906E9,8.467120212E9,4.989980661E9,9.073971937E9,6.953041173E9,7.748706732E9,7.424633615E9,4.037825728E9,8.97749033E9,8.359607482E9,6.179096316E9,6.35876372E9,8.744559373E9,6.273204866E9,6.695440479E9,5.026825436E9,3.920818033E9,8.293924654E9,6.581551786E9,6.924678013E9,7.701499057E9,160.0 117.0 129.0 205.0 103.0 217.0 220.0 162.0 132.0 207.0 
Erythrose-4-phosphate_(1MEOX)(4TMS)_MP_RI:1904_IDENT:A+D,1.44697899E8,2.15224553E8,1.70009156E8,2.20101295E8,3.06356705E8,1.1900295E7,1.52922368E8,1.77289451E8,1.57163399E8,3.65604067E8,1.3222479E7,1.80120418E8,3.40259748E8,1.46775479E8,3.41777342E8,2.81935558E8,2.86038352E8,2.34539157E8,1.22996532E8,3.55345673E8,3.01977746E8,1.78499662E8,2.05010304E8,3.50729786E8,1.68047471E8,2.32132336E8,1.35083956E8,4.72634258E8,2.71462787E8,2.47500156E8,2.64021737E8,2.21186227E8,211.0 133.0 101.0 357.0 299.0 
Lysine_(4TMS)_MP_RI:1915_IDENT:A+C,1.26456232E8,9.050319E7,1.05853232E8,4.3940653E7,3.59966683E8,NA,1.22579817E8,1.34318781E8,2.0016945E8,3.54072103E8,NA,1.58647757E8,3.30023082E8,1.96358288E8,1.43780911E8,4.84359017E8,2.25783424E8,1.9122014E8,1.47549537E8,2.66356321E8,2.36347097E8,2.83403589E8,3.16601249E8,5.1087303E8,2.28158183E8,1.979512E8,2.42284271E8,5.32188997E8,2.62496496E8,3.00947507E8,2.29050148E8,3.82540577E8,86.0 156.0 174.0 100.0 128.0 
Glucuronic acid_(1MEOX)(5TMS)_MP_RI:1927_IDENT:A+C,6.9039027E7,7.112683E7,8.7340596E7,7.1600172E7,1.59623667E8,3163271.0,7.0306144E7,6.3367713E7,7.2514798E7,1.51420541E8,2327816.0,8.7733166E7,1.3814821E8,6.283028E7,1.37312573E8,1.71248813E8,1.18578429E8,1.21408075E8,5.0697676E7,1.48465225E8,1.59706712E8,8.7010311E7,8.7285258E7,1.66169467E8,8.9614494E7,9.1138277E7,7.0356647E7,1.93233838E8,1.82278479E8,8.4443409E7,8.9144336E7,1.47442098E8,160.0 133.0 333.0 89.0 103.0 
Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D,2.34272349E8,2.38741568E8,2.58450048E8,1.1154293E8,7.48146553E8,NA,2.8608598E8,2.97525933E8,4.04213192E8,6.73943338E8,NA,3.50952389E8,6.12399224E8,3.53898081E8,3.3680989E8,8.94521009E8,4.81313617E8,4.78927538E8,2.41896671E8,5.64010052E8,6.13111794E8,4.67643385E8,4.98786605E8,8.56667615E8,4.03851969E8,4.3633873E8,3.89584186E8,1.002388664E9,7.02536525E8,4.75118737E8,4.07348244E8,6.52674926E8,218.0 100.0 179.0 219.0 220.0 
Galacturonic acid_(1MEOX)(5TMS)_BP_RI:1957_IDENT:B+D,1.8754212E7,1.9612607E7,1.764345E7,2.4095329E7,3.4149482E7,NA,1.460302E7,2.1139573E7,1.9126668E7,3.512969E7,NA,2.2289373E7,3.2293462E7,1.6541414E7,3.8321866E7,2.8687455E7,2.8221417E7,2.6163306E7,1.3973668E7,3.3934422E7,3.2569933E7,1.8069786E7,1.8389922E7,3.2653029E7,1.6264546E7,1.7047508E7,1.6223188E7,3.6316055E7,3.2739381E7,2.1979327E7,2.3332881E7,2.7275983E7,333.0 103.0 133.0 89.0 160.0 
Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D,3.070363E7,2.3376058E7,3.297902E7,2.5313462E7,6.0546305E7,NA,2.9334126E7,2.2348648E7,3.1138771E7,6.0471389E7,NA,3.7871444E7,4.6013883E7,2.6750967E7,5.2352422E7,6.1502783E7,4.9749371E7,5.4562652E7,2.2412422E7,5.7008302E7,5.9936626E7,3.3139634E7,3.4916205E7,5.7988598E7,3.4285237E7,3.9088403E7,3.0934507E7,6.472852E7,6.5555877E7,2.8797901E7,3.0604358E7,5.9540183E7,103.0 117.0 159.0 201.0 157.0 
Gluconic acid_(6TMS)_MP_RI:1996_IDENT:B+C,1.9723602E7,1.7415364E7,2.539463E7,1.999802E7,4.7794515E7,NA,2.2707087E7,2.1446408E7,2.3327301E7,4.6042225E7,NA,2.6460341E7,3.7312632E7,1.573136E7,3.9489002E7,5.3682077E7,3.8696622E7,4.9189725E7,1.3524425E7,5.2805463E7,4.6434747E7,2.4448963E7,2.9129171E7,5.8523126E7,2.9203559E7,2.9717943E7,3.0668251E7,5.610982E7,6.3508791E7,2.4532445E7,2.5529806E7,5.5398331E7,217.0 117.0 333.0 205.0 103.0 
Glucosamine_ N-acetyl-_(1MEOX)(4TMS)_BP_RI:2073_IDENT:A+C,794828.0,1308204.0,1825888.0,1935360.0,2536359.0,NA,1769100.0,1852275.0,2455013.0,2969741.0,NA,799235.0,2650321.0,2333605.0,2090913.0,2525325.0,2185404.0,2764887.0,2690099.0,2183454.0,2035483.0,1779326.0,2059563.0,3134038.0,1938066.0,2922186.0,2977413.0,4265845.0,2463691.0,2165309.0,2267325.0,2348112.0,117.0 87.0 129.0 202.0 103.0 
Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D,3.68777582E8,4.13556587E8,5.24996834E8,4.28478778E8,7.62801141E8,1.3128109E7,4.7988272E8,4.15947205E8,5.46748866E8,7.17855624E8,1.3192598E7,4.69234627E8,7.40727501E8,4.33314078E8,NA,8.32228239E8,6.43673514E8,7.09015082E8,4.06921706E8,7.32370529E8,7.69977748E8,5.54976946E8,5.68559907E8,7.92850983E8,5.47205771E8,5.58422754E8,5.49018517E8,9.11171651E8,9.39574415E8,5.0644726E8,5.38915653E8,7.49665475E8,129.0 191.0 305.0 217.0 133.0 
Spermidine_(4TMS)_BP_RI:2189_IDENT:A+C,478998.0,962391.0,1024454.0,1003912.0,1986913.0,NA,NA,760977.0,989009.0,2517181.0,NA,1706779.0,1384456.0,822114.0,1584414.0,2583796.0,1775701.0,1459535.0,694306.0,2102879.0,4226998.0,1218698.0,NA,NA,1277533.0,NA,716817.0,1732446.0,2996972.0,1208594.0,1148990.0,2753965.0,86.0 100.0 200.0 174.0 201.0 
Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C,4.2788787E7,4.2069578E7,5.628665E7,4.4155185E7,7.3177149E7,NA,4.8118812E7,4.9912363E7,5.8183551E7,9.2242959E7,NA,6.4632661E7,7.9530083E7,5.5028975E7,7.8676345E7,1.33300283E8,9.3959624E7,7.4341334E7,4.2586832E7,9.3318051E7,7.4431493E7,7.3367734E7,6.8565842E7,9.3137564E7,7.45091E7,6.7804433E7,5.8304445E7,1.08831776E8,9.3046597E7,6.653498E7,6.4443556E7,1.01767694E8,291.0 204.0 100.0 202.0 203.0 
Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D,1.4555116E7,9465573.0,1.1102887E7,1.7215996E7,1.4888227E7,NA,1.0093918E7,1.1441278E7,7498581.0,3.6237773E7,NA,2.0789593E7,1.2981317E7,1.0276967E7,1.7662339E7,2.80625E7,NA,1.3384071E7,3649316.0,1.7853846E7,2.9017804E7,9770829.0,1.952134E7,NA,5345304.0,2.0918617E7,NA,2.0036879E7,NA,1.2931077E7,1.5149243E7,2.3098042E7,133.0 387.0 103.0 89.0 299.0 
Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B,1.3035309E7,1.6482201E7,2.9473006E7,2.1366756E7,3.6618779E7,NA,3.2895457E7,1.9303451E7,2.0885756E7,4.0072427E7,NA,1.2600645E7,2.8845676E7,1.7605315E7,2.5254038E7,3.2275511E7,2.5979664E7,2.9866335E7,1.6602472E7,3.2507803E7,3.6687891E7,2.5081533E7,1.9000697E7,4.3128532E7,1.5666377E7,2.5810634E7,3.2990474E7,3.8759976E7,4.3837175E7,2.3895039E7,3.5903007E7,4.5586598E7,160.0 299.0 129.0 387.0 133.0 220.0 162.0 132.0 
Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D,9444385.0,1.1395399E7,1.4118856E7,9795528.0,1.408417E7,NA,1.2479011E7,1.0549037E7,1.2685143E7,1.3387687E7,NA,1.2125616E7,1.2531772E7,1.2351553E7,1.0482906E7,1.5381522E7,1.9112275E7,2.0974562E7,1.3011449E7,1.4130761E7,1.3910639E7,1.7463282E7,1.7504695E7,2.2003333E7,1.1882352E7,1.5764662E7,1.5107878E7,1.9912217E7,1.96507E7,1.6111661E7,1.3050904E7,2.3040088E7,129.0 299.0 133.0 387.0 101.0 220.0 
Inosine_(4TMS)_MP_RI:2586_IDENT:C+D,1.1360723E7,6306658.0,1.5644457E7,5685535.0,1.4452038E7,NA,1.2033238E7,1.0777306E7,1.0433722E7,1.5831728E7,NA,1.0372543E7,1.4069618E7,1.2302759E7,1.0040597E7,1.8061728E7,1.4094769E7,8961856.0,4362558.0,1.6867572E7,1.0099182E7,1.0682379E7,1.4271105E7,1.348006E7,1.0483113E7,7932230.0,6791236.0,2.0448928E7,1.7476124E7,1.1071056E7,1.4256564E7,1.352344E7,217.0 193.0 230.0 245.0 103.0 
Sucrose_(8TMS)_MP_RI:2632_IDENT:A+C,6.2158163E7,2.6224265E7,3.4318737E7,2.5948179E7,4.7661638E7,6861587.0,4.1409914E7,2.9734411E7,3.3050161E7,8.8097422E7,872532.0,8.6439906E7,3.8839536E7,2.8104863E7,3.8389307E7,9.5174971E7,4.8823829E7,5.8514448E7,2.7886761E7,5.2176939E7,7.8434959E7,4.2452875E7,4.512328E7,6.5989839E7,3.4538171E7,4.6234263E7,4.333716E7,5.9473292E7,7.5749559E7,3.4390238E7,3.7791568E7,6.6918653E7,169.0 103.0 217.0 129.0 361.0 220.0 174.0 104.0 132.0 367.0 
Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C,7492224.0,9222756.0,7911500.0,7578396.0,7521990.0,NA,8296485.0,7198051.0,5433795.0,9908739.0,900368.0,8496111.0,8217200.0,5938848.0,7296246.0,1.5351842E7,8367721.0,5451264.0,5171378.0,9726537.0,1.8917466E7,6084043.0,5397791.0,1.3399711E7,5179713.0,1.0104051E7,7793123.0,1.3717593E7,1.251412E7,6258907.0,7531415.0,1.4762794E7,217.0 299.0 387.0 315.0 129.0 220.0 
Trehalose_a-a-_(8TMS)_MP_RI:2729_IDENT:A+B,NA,4425666.0,5894144.0,4224194.0,3484373.0,NA,9512018.0,6847344.0,4079769.0,1.2452387E7,NA,4510130.0,6082787.0,3356146.0,5293589.0,2.1665641E7,5832323.0,4154761.0,3498317.0,1.2236104E7,8705283.0,4627874.0,6718758.0,1.1765936E7,3402101.0,8419093.0,6327937.0,9991510.0,8270032.0,4655959.0,5707974.0,1.8431911E7,103.0 361.0 217.0 129.0 191.0 
Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C,4.4988943E7,2.7779887E7,2.1667906E7,2.4261099E7,2.5209106E7,NA,2.874548E7,2.9602142E7,4.3440792E7,1.6005304E7,NA,2.8650029E7,3.0502217E7,2.8716967E7,2.255673E7,2.7504182E7,3.0025216E7,3.1413497E7,4.0488505E7,2.3790909E7,2.6707594E7,3.1895756E7,2.9665676E7,1.8679216E7,1.869745E7,2.0619678E7,3.5621521E7,2.9149365E7,2.9417245E7,1.7541462E7,2.7604598E7,2.4706429E7,315.0 211.0 169.0 299.0 129.0 
